CLID	FL1_NR	FL1.2_NR	FL10_NR	FL11b_CR	FL12_NR	FL13_NR	FL13.2_NR	FL14_NR	FL15_PR	FL16_PR	FL2_PR	FL3b_NR	FL4_CR	FL5b_CR	FL6_CR	FL6.2b_CR	FL7b_PR	FL8_PR	FL8.2_PR	FL9_NR	Spleen2	Spleen1	Tonsil2	Tonsil1
IMAGE:1584641	0.422	0.118	-0.411	0.974	-0.438	-0.194		0.015	-1.459	1.748	-0.745	1.208	-0.523	1.309	0.141	1.095	-0.39	-0.855	-2.114	1.046	-1.839	-3.162	0.138	0
IMAGE:841398	0.608	0.408	-0.305	0.183	0.918	0.44	1.542	1.003	-1.002	-1.387	-0.224	-0.45	-0.183	-0.489	-0.938	0.525	-0.361	-0.667	-0.911	0.884	0.956	-0.328	0.41	0.333
IMAGE:1636181	-0.335	-0.764	-0.279	0.913	-0.437	-0.807	0.119	0.041	-1.838	0.019	0.002	1.723	-1.564	-1.394	-0.001	0.301	-0.063	-0.128	-0.812	1.079	0.814	0.616	0.714	0.787
IMAGE:1635295	0.068	0.267	-0.678	-0.135	-0.293	-1.081	0.105	-0.403	0.59	0.191	-0.876	-0.392	-0.02	0.771	0.253	0.394	0.679	-0.107	-0.046	0.371	-1.422	-1.935	0.019	0.274
IMAGE:143949	0.509	0.651	-0.587	-0.572	-0.066				0.593		1.464	-0.679	-2.177	-2.054	1.662	1.076	0.12	-1.062	-0.078	-2.036	0.066	0.316	0.141	-0.334
IMAGE:685633	0.684	1.281	0.061	0.007	-0.284	-0.122	-0.729	0.239	1.261	-0.164	-0.244	-0.43	-0.337	-0.03	0.287	1.174	-0.186	0.285	0.392	0.011	0.343	-2.543	-0.007	-0.456
IMAGE:1635122	0.586	0.38	0.581	-0.507	0.648		0.034		-0.472	0		-0.143	-0.078	-0.066	-0.892	-0.513	-0.538	-0.721	-0.286	1.087	0.817	0.706	1.565	1.749
IMAGE:1950782	0.053	0.838	0.456	0.675	-0.284	1.103		0.664	0.055	-0.251	0.283	-0.697	-0.665	-1.442	0.185		-1.378	0.863	0.261	-0.053	-0.346	-1.563	-0.295	-0.665
IMAGE:1900284	0.848	0.98	0.869	-0.188	-0.297	-0.706		-1.017	0	-0.88	-0.938	-0.922	-0.287	-0.897	-1.168	1.17	0.503	0.631	0.451	0.212	0.02	-1.688	1.523	1.762
IMAGE:1627724	0.646	0.073	-0.364	-0.057			-0.028		0.809	0.323	-0.22	-1.374	-0.361	0.463	-0.011	0.15	0.498		0.412	0.164	-1.408	-2.643	-0.007	0.008
IMAGE:2011138	-0.354	-0.407		0.479	0.157		0.26	-0.171	-1.699	0.106	-0.592	-0.481	-0.614	0.052	-0.14		0.061	-0.675		0.434	1.262	1.202	0.173	-0.052
IMAGE:1683781	0.033		0.357	-0.091	-0.809	1.049	0.06		1.158	0.114	-0.363	-0.965	0.087	-0.22	0.258	-0.033	0.379	0.574	0.641	-0.215	-1.179	-2.256	-0.15	-0.571
IMAGE:1925844	0.641	0.351	0.398	0.483	-0.134	-0.181	0.081	0.231	0.544	0.417	-0.519	-0.152	1.107	0.55	-0.094		-0.104	-0.323	-0.166	0.012	-1.338	-1.729	-0.393	0
IMAGE:713203	0.191	0.579	0.145	-0.114		-0.122	0		1.138	0.237	-0.434		0.102	0.327	-0.123	0.048	-0.168	0.301	1.3	-0.464	-1.272	-1.925	-0.282	-0.466
IMAGE:683569	-0.403	-0.046	0.137	-0.238	0.188	-0.03	-0.147	0.724	0.04	0.863	-0.818	1.47	0.299	-0.013	0.386	0.467	0.726	0.012	-0.078	0.26	-1.061	-2.163	-0.259	-0.115
IMAGE:815015	-0.237	-0.205	0	0.601	-0.791	-0.193	-0.069	0.104	0.607	0.293	0.244	1.011	0.218	0.475	0.071	0.386	0.335	-0.14	-0.049	-0.24	-1.628	-1.83	0	-0.169
IMAGE:1558164	1.017	0.74	0.204	-0.103	0.871	-0.023	-0.221		-1.407	-0.36	-0.436	-0.423	-0.465	-0.624	0.669	-0.116	0.392		0.953		1.241	0.006	0	0.386
IMAGE:1625512	-1.361	-0.999	0.82	-0.057	-1.02	0.458	0.186		1.038	0.236	0.856	0.384		-0.436	0.464	-0.495	0.057	0.935	0.251	-0.817	-1.873	-2.464	-0.862	-0.667
IMAGE:1726481	0.444	-0.589	-0.119	0.482	0.988	-0.731		0.985	-0.849	-0.274	0.445	-0.145	0	-0.979	-1.056	-1.582	0.086	-0.788	-1.68	1.224	1.02	0.625	0.154	0.32
IMAGE:727988	0.094	0	-0.032	0.187	-0.578	-0.705	-1.024	0.315	0.229	0.612	0.165	-0.102	0.165	-0.486	0.579	1.325	-0.086	0.059	0.131	-0.214		-3.004	-0.064	-0.249
IMAGE:1635970	-0.701		-0.07	-0.905	-0.833	-0.472		0.279	0	0.026	1.262	1.305	-0.17	-1.605	0.391	0.246	0.361	0.566	0.166	-0.249		0.354	-1.261	-0.964
IMAGE:1881595	0.052	0.295	-0.125	-0.357	0.178	-1.231	0.534	-0.961	0	-1.117		-0.682	0.374	0.171	0.233	-0.643	-0.792	0.857	0.719	0.047	-1.115	-0.397	0.203	-0.575
IMAGE:1909455	1.158	1.15	1.306	0.585	0	-1.799	-0.299		-0.083	-1.899	-2.666	-3.758	-1.82	-3.206	-0.842	0.712	0.989	0.789	0.712	0.591	-0.001	-2.522	1.516	1.765
IMAGE:815783	-0.019	0.24	0.1	0.399	-0.545	-0.428	0.154	0.046	0.309	0	-1.074	0.384	-0.719	0.252	-0.032	0.198	-0.139	0.272	-0.243	0.026	-1.514	-1.975	-0.153	
IMAGE:2012757	-0.096	0.12	-0.338	-0.344	0.781	-0.245		0.479	-0.692	-0.566	0		-0.511	-0.147	1.251	1.06	-1.249	-0.242	1.024	0.066		1.125	0.139	0.257
IMAGE:1524001	-0.066	-0.274	0.075	-0.348	0.712	-0.324		0.58	-0.187		1.387	0.533	0		-0.018	-0.135	-1.243	-0.07	0.167	0.184	0.044	1.054	-0.088	1.541
IMAGE:1622129	-0.324	-0.575	0.149		1.242	-0.271	-0.608			-0.564	0.432	-0.032	-0.123	-0.577	0.053		0.441	0.387	0.075	0.032	2.247	1.369	-0.707	-0.104
IMAGE:126627	-0.14	0.166	-0.229	0.637	0.029		0.097		-0.011	1.148	-1.233	-0.091	-0.25	-0.404	0.011	-0.081	0.514	-0.053	0.284	0.03	-0.316	-1.399	0.09	0.022
IMAGE:768936	0.204		-0.058	-0.768	0.455		1.296		0.001	0.416	-0.558	1.069	-0.002	-0.539	-0.644	-0.727	-1.235	-0.113	1.108	-0.296		3.361	0.264	0.15
IMAGE:1583430	-2.129	0.052	1.98	0.946	-1.311	1.155	-0.241		0.65	1.027	0.363	1.057	-0.647		0.512	-0.052	1.315	1.02	-0.164	-0.594	-1.705	-2.426	-0.543	-0.078
IMAGE:341840	1.01	1.424	1.436	-0.097	-0.005		0.889		0.243	-0.113	-0.299	0.937	1.007	-0.113	-0.531	-0.088	-0.377	-0.029	-0.308	0.157	0.309	1.588	0.004	-0.076
IMAGE:1534592	-0.325	0.666	0.085	0.329	-0.56	-0.047	-0.038	-1.021	0.216	0.161	-0.267	-0.132	0.27	0.399	-0.02	-0.203	-0.356	0.378	0.5	0.137	-1.661	-2.448	0.073	0.02
IMAGE:753969	-0.162	0.081	-0.766	-0.051	0.58		-0.768		-1.656	-0.646	-0.37		0.492	-0.507	0.26	1.041	-0.068	0.051		-0.206	0.92	1.211	0.635	0.81
IMAGE:66730	-0.31	-0.193	0.214	0.385		-0.339	1.017		0.47	0	0.162	-1.129	0.692	-0.566	1.245		0.589	0.481	0.516	-0.219	-0.958	-1.548	-0.082	-1.007
IMAGE:1641282	0.125	-0.217	-0.07	1.055	0.397				0.419	1.13	-0.09	1.348	-0.067	0.98	-0.137		0.066	-0.162	-0.415	-0.537	-0.614	-0.699	0.356	0.293
IMAGE:2010949	-0.064	0.256	0.211	0.554	-0.058	0.152	-0.099	0.219	0.344	0.1	-1.016		0.427	1.193	-0.385	-0.051	-0.164	0	-0.387	0.371	-0.911	-1.131	0.063	-0.096
IMAGE:377384	0.48	0.108	-0.163	0.19	2.133	-0.138	-0.311	-0.401	-0.166	0.069	-0.475	0.764	-0.125	-0.917	-0.305	0.478	1.025	0.07		0.636	1.113	0	-0.495	-0.011
IMAGE:859761	0.192	1.049	0.281	-0.219	0.586		-0.087		-0.536	-0.093	-0.912	-0.501	-0.539	-0.016	-0.497	-0.212	0.016	-0.364	0.187	0.135	1.509	1.385	0.812	0.937
IMAGE:1582738	-1.604	-0.679	-0.704	0.514	-1.684	-0.408		0.3	0.757	1.048	0.477	1.766	-0.762	0.448	0.061	0.388	0	-0.038	-0.418	-0.631	-1.546	-2.246	0.045	0.152
IMAGE:646057	-0.562	0.562	1.173	-0.843	-0.408	-0.015	-0.509	-0.74	0.188	-0.933	-0.87	0.799	0.016	1.822	-0.267	0.125	0.569	0.96	0.35	-0.563	-1.462	-1.967	0.369	0.453
IMAGE:1394099	-0.311	-0.268	0.025	-0.089	0.186	-0.459			-0.135	-0.392	0.5	0.723	-0.158	1.175	-0.026	-0.457	-1.054	0.334	0.238	0.359	-0.118	1.023	0.648	0.733
IMAGE:785819	0.247	0.689	0.164	0.23	-0.432	-0.173	-0.919		0.43	-0.267		-1.153	0.37	1.125	-0.513	0.166	0.227	0.035	-0.342	-0.223	-1.551	-1.466	0.049	-0.034
IMAGE:1586142	0.043	1.005	0.516	-0.46	-0.783	0.557	0.392	-0.08	0.831	0.063	0.446	-0.283	-0.182	0.218	-0.374	0.147	-0.044	0.893	1.143	-0.317	-0.61	-1.04	-0.703	-0.6
IMAGE:1566230	-0.226	-0.526	-0.628	0.288	0.544	-0.677	0.403		-0.569		1.402	0.149	0	-0.074	-0.318		-1.584	-0.517	-0.55	0.085	0.007	1.24	0.121	0.237
IMAGE:1556991	-0.682	-0.991	-0.085	0.12	-0.879	0.593	-0.672		0.585	-0.094	-0.411	1.045	-0.457	0.927	0.806	0.002	1.248	0.278	0.443	0	-0.724	-1.797	0.141	-0.032
IMAGE:1631487	-0.151	0.771	0.006	0.149	-0.807	-0.45		0.649	0.854	-0.231	-0.076	1.021	0.46	1.107	-0.989	0	-0.206	-0.601	-1.189	-0.38	-0.06	1.925	0.355	0.59
IMAGE:450533	1.043	0.172	-0.197	-0.108	0.672	1.309	-0.781		-1.166	0.951	-0.91	-0.266	-0.312	-0.006	-0.233	0.694	0.237	0.006		0.165	1.044	-0.337	-0.261	0.431
IMAGE:773399	-1.336		0.792	1.732	-0.55	0.468	-0.29		0.641	-0.682	0.045	2.323	0.879	-1.347	0.134	0.894	-0.285	-0.281		-0.488	-1.881	-1.717	0.094	0
IMAGE:2009178	0.335		-0.645	-0.019	1.114	-0.747	0.654	0.415	-1.354	0.214	0.35	-0.244	-0.689	-0.487	-0.404	0.018	-1.523	-0.586	-0.587		2.566	2.029	0.751	0.383
IMAGE:1673872	-0.627	-0.358	-0.115			-0.793	0.454		-1.004	1.045	0.659	0.787	0.289	0	1.118	0.376	0.565	-0.354	0.038	0.621	-0.941	-2.348	-0.147	-0.975
IMAGE:1580495	-0.216	-0.466	-0.508	0.57	0.527	-0.07		1.375	0.402	-0.525	-0.2	0.071	-0.278	0.619	-0.961		-0.86	-0.692	0.094	-0.079	1.276	1.964	0.282	0.209
IMAGE:124661	-0.417	-0.014	0.643	-1.228				-1.372	-2.347	0.077		-4.656	0.085	0.015	0.833	-1.267	-0.406	0.223	1.511	-0.699	0.758	0.154	0.363	-1.004
IMAGE:449403	-0.611	-0.098	-0.024	0.024	-0.222	-0.756	-0.037	0.406	0.172	-0.463	-0.584	-0.295	0.208	1.486	1.11	0.183	-0.163	0.456	-0.427	-0.056	0.476	0.113	1.034	0.693
IMAGE:1573665	0.144		-0.21	-0.913	0.5	-0.116	-0.005		-0.548		-0.701	0.427	-0.065	0.53	-1.302	1.092	0.549	-0.815	-0.568	0	0.878	0.355	1.436	1.117
IMAGE:2057973	-0.393	0.04	0.186	-0.347	-0.44		-0.374	-0.448	0.249	0.221	-1.484	0.701	0.388		-1.62	-0.072	0.104	-0.272	-0.711	0.08	1.103	2.208	-0.04	0.391
IMAGE:1606290	-1.038	-1.52	-0.014	1.143	0.064	0.107	-0.661		-0.149	0.526	-0.145	1.096	-0.109	0.854	0.596		1.91	0.369	-1.089	-0.092	-0.746	0.112	-0.156	0.013
IMAGE:2020582	0.956	0.541	-0.156	0.866	0.378	-0.127	0.616	1.466	-0.573	0.669	1.127	0.687	0.017	-0.131	-0.172		-0.13	-0.05	-0.018	1.001	-0.288	-0.844		-0.252
IMAGE:1456348	0.275	0.793	0.405	-0.344	0	0.52	-0.229	0.114	0.506	-1.075	-0.134	-0.432	-0.08	2.087	-0.304	0.395	0.003	-0.555	-0.507	0.243	-0.188	-0.599		1.346
IMAGE:213859	0.604	0.48	0.042	0.209	-0.366	-0.005	-0.073	-0.029	1.366	0.369	-0.617	-0.163	0	0.251	-0.027		0.566	0.041	0.52	-0.588	-1.251	-1.795	0.189	-0.338
IMAGE:1635538	0.771	1.076	0.373	-0.762	0.324	-0.296	-0.003		0.069		-0.547	-0.639	0.537	-0.343	-0.391	-0.479	-0.451	-0.138	0.003	-0.357	1.96	0.643	2.135	2.426
IMAGE:825474	0.431	0.567	0.025	-0.478	1.348	-0.412	0.927	0	-0.685	-1.245	-0.061	0.088	-0.68	-0.316	-0.888		-1.984	0.595	0.642	0.245	-0.394	0.399	0.215	-0.035
IMAGE:1634515	-0.843	-0.125	0	-0.07	-0.41	-0.399		-0.173	0.153	1.702	0.367	1.831	-0.486	0.798	-0.161	-0.009	0.418	0.116	-1.049			0.079	0.17	0.091
IMAGE:1609752	0.885	0.243	-0.181	-0.102	1.171	-0.109	0.299	0.103	-1.047	0.144	-0.253	1.091	-0.314	1.031	-0.162	0.904	-0.21	-0.896	-1.103	0.759	1.467	1.759	-0.597	-0.198
IMAGE:291871		0.066	0.141	0.321	-1.208	-0.209			-0.117	0.693	0.372	-1.15	1.097	0.578	0.78		-0.928	0.241	-0.067	-1.046	-0.843	-3.044	0.117	-0.192
IMAGE:1608888	0.275	-0.496	0.681	-0.49	0.566	-0.472		1.103	0.611	-0.309	0.702	-0.12	0.309	1.599	0.359	0.991	-1.259	-0.943	-0.452		-0.467	-0.13	0.12	-0.355
IMAGE:52080	0.064	0.254	-0.097	0.529	0.136	-0.423	0.449		0	0.649	-0.149	0.3	0.6	-0.258	0.113	0.686	-0.003	-0.074	-0.446	0.403	-1.08	-1.367	-0.512	-1.085
IMAGE:712166	0.256	0.343	0.357	0.201	-0.309	0.44	0	-0.273	0.277	0.212	-0.965	-1.608	-0.263	0.166	-0.24	0.881	-0.027	0.239		0.147	-1.827	-3.26	-0.386	-0.475
IMAGE:1571913	0.117	0.252	0.082	-1.179	0.776	-1.047			-1.248	-0.103	-0.602	0.938	-0.49	-0.293	-0.551	0.264		-0.579	-0.571	0	1.858	1.622	0.57	0.776
IMAGE:1841916	-0.671		-1.075	-0.8		-0.025	-0.969		-1.172	-1.055		-0.358	0.046	1.512	0.599	0.505	-0.398	0.025	0.372	-0.633	0.073	0.707	0.567	0.218
IMAGE:1757557	0.549	0.731	-0.076	-1.55	0.936	1.562	0.913	-0.779	0.413	-0.241	0.201	0.718	-1.459	-1.454	-1.423	0.076	2.094	-0.544	-1.513	0.426	1.657	-1.962	-0.619	-0.401
IMAGE:1555659	0.731	-0.427	-1.072	0.4	1.405		-0.066	-1.001	-0.868	-0.264	-0.957	0.835	-0.315	-0.458	-0.196		1.271	0.391	-0.185	0.373	2.426	2.904	0.066	0.14
IMAGE:1582717	-0.124	0.029	-0.592	1.126	-0.212	-0.74	0.541	0.255		0.046	0.217	0.015	-0.209	1.428	-0.558		-0.005	-1.058	-2.769	0.211	-1.18	-1.088	0.006	0.34
IMAGE:1540227	-0.387	-0.058	-0.246	-0.229	-0.55		-0.156	0.046	0.923	-0.421	-1.085	0.084	-0.372	1.836	0.297	0	0.05	0.638	0.298	-0.135	-0.388	0.576	1.053	0.841
IMAGE:38925	0.493	0.209	-0.299	-0.022	0.802				-0.632	-0.026	-1.123	0.023	-0.751	-0.559	-0.294	1.288	0.031	-0.588		-0.025	1.305	1.777	0.803	0.919
IMAGE:1632015	0.404	0.666	0.512	0.995	0.15	0.793	1.197	-0.105	-1.199	-1.467		-0.066	-0.448	-0.755	0.368	0.752	-0.747	-0.447	-1.28	-0.685		0.535	-0.162	0.066
IMAGE:878627	0.635	1.036	1.543	-0.416	0.247	0.674		-0.527	1.004	-1.769	0.009	-1.238	0.783	1.249	-0.292		-0.218	0.262	0.349	-0.009	-1.111	-2	-0.449	-0.425
IMAGE:1055527		0.161	-0.289	-0.158	0.441			1.197		-0.302	-0.39	-0.759	-0.127	-0.054	0.355	-0.236	0.255	-0.122	1.176	-0.444	1.47	1.919	0.055	0.159
IMAGE:1603393	-0.311	0.55	-0.099	-1.513	-0.418	-0.287		0.788	0.681	1.286	0.89	1.076	-0.784	2.576	0.255	0.766	-0.16	-0.13	-1.188	-0.498	0	-1.893	0.788	1.271
IMAGE:233879	-0.116	-0.115	0.045	0.673	-0.468	0.316	0.327	-0.349	0.523	1.163	-0.325	0.984	-0.052	0.278	0.095	0.054	0.15	-0.048	-0.046	0.067	-1.41	-2.751	-0.494	-0.196
IMAGE:882467	1.019	1.466	0.631	-0.907	-0.026		0.275		0.029	-0.071	-0.527	0.026	-0.388	-0.419	-0.751		-0.754	-0.326		-0.228	0.964	1.232	0.267	0.105
IMAGE:1871423	0.292	-0.223	1.583	-0.11		-0.476	0.027	1.119	0.588	-0.078		0.724	0.062	0.234	-0.885	0.373	0.141	0.019	-0.06	-0.079	-0.501	-1.061	-0.019	-0.268
IMAGE:1607473	1.629	0.363	-0.159	0.28	2.351	-0.124	-0.489		0.112	-0.534	-1.003	0.43	-0.296	0.19	-0.017	0.602	-0.177	0	0.611	-0.48	1.222	0.956	-0.19	-0.296
IMAGE:1642675	-0.515		-0.035		0.113		0.517	0.23	-1.344	0.592	0.777	0.366	0.147	-1.008	-1.137		0.226	-0.942	-0.807	-0.091	-0.085	0.248	-0.335	0.036
IMAGE:1650748	0.602	0.191	-0.01	0.011	1.488	0.127	0.96	0.123	-0.832	0.04	-0.616	-0.145	-0.486	-1.877	-0.553	-0.174	-0.036	-0.957	-1.117	0.733	1.075	-0.63	0.463	0.997
IMAGE:1540236	0.042	-0.637	-0.458	-0.187	-0.003	-1.095	-0.322	0.523	0.231	-1.346	0.621	0	-0.038	1.163	-0.346	0.201	-0.434	0.149		0.19	-0.313	1.717	1.133	0.804
IMAGE:970484	-0.011	0.395	0.374	0.215	-0.465	-0.17	-0.561	0.932		-1.304	0.138	0.642	1.138	0.26	0.435	-0.028	0.028	0.01	-1.292	-0.577	-0.263	-0.117	-0.566	
IMAGE:713288	-0.169	-1.032	0.078	-1.399	-0.51	0.093	-1.125		0.848	0.02	0.319	0.672	0.407	0.94	0.107	0.674	-0.833	0	-1.138	-0.294	-1.266	-0.974	-0.129	0.197
IMAGE:197399	-0.087	0.119	0.033	0.189	-1.026	0.383	0.687	-0.642	0	0.606	0.326	-1.244	0.172	-0.197	-0.532		0.058	0.015	0.601	-0.216	-2.344	-3.616	-0.339	-0.312
IMAGE:1659533	0.078	0.066	-0.008	-0.101	-0.219	0.027	1.091	-0.28	0.026	0.166	-0.033	-1.046	0.116	0.066	-0.362	-0.136	-0.399	-0.26	0.008	0.347	-1.174	-1.265	0.073	0.022
IMAGE:1911864	-0.126		0.133	-0.276	0.097	0.335	0.615		-0.888	-0.106	-0.049	-0.703	0.45	-0.953	-1.187	0.088	-0.214	0.049	0.219	1.233	-0.644	-1.047	0.269	0.149
IMAGE:1585952	-0.123	0.049	0.276	0.095	0.622	-0.405	0.5	0.415	-0.862	-0.373	-0.567	1.857	-1.025	-0.1	-0.254	-0.05	-0.183	0.56	1.807	0.823	-0.575	-1.506	0.951	1.018
IMAGE:1555924	0.283	0.287	-0.443	0.055	0.76	-0.186	0.348		-0.936	-0.055	-0.65	0.094	-0.961	-0.657	0.203	0.646	0.248	-0.675		-0.314	-0.241	-1.575	1.023	1.11
1276318	0.219	-0.108	-0.813	-0.248	0.002	-1.187	0.988	-0.053	-0.169	-0.175	0.372	0.18	0.471	-0.002	0.089	-0.074	-1.207	0.461	0.022	0.428	-1.083	-0.039	0.382	0.372
IMAGE:1568561	0.132	0.356	0.958	-0.838	0.118	0.234	-0.854		-0.402	-0.127	-1.18	0.024	0.039	0.865	-1.349	0.33		-0.08	-0.36	-0.069	0.262	2.43	-0.025	-0.082
IMAGE:53245	1.175	-0.078		0.668	1.469		-0.647		-0.311	-0.239	-0.373	0.325	-0.032	-0.009	0.027	1.029	0.191		0.009	-0.089	1.162	0.648	-0.215	-0.757
IMAGE:824384	-0.491	-0.873	0.189	0.06	-0.342	0.015	-1.073	-0.173	-0.523	0.378	1.696	1.278	0.695	0.339	1.045	0.454	-0.351	-0.015	-0.667	-0.18	0.867	-1.645	0.036	-0.098
IMAGE:1540436	0.987	-0.136	-0.374	0.296	0.735	-0.578	1.279	0.719	-0.327	-0.102	0.188	-0.449	0.095	0	-0.197	0.819	-0.556	-0.247		1.107	-0.82	-1.545	0.136	0.081
IMAGE:1901363	0.254	0.263	0.436	0.152	0.182	-1.075	-0.058	-0.745	-0.549	-1.354	-0.359	-0.405	0.085	-0.608	-0.741	0.625	-1.013	0.057	0.18	0.581	-0.198	-0.761	1.013	0.818
IMAGE:1671124	-0.099	1.071	-0.016	0.713	-0.933	0.194		0.16	0.525	0.71	0.583	-0.745	0.441	0.163	-0.453	-0.103	0	-0.217	0.069	0.079	-1.981	-2.068	-1.067	-0.477
IMAGE:309449	0.341	0.526	-0.077	0.337	0.088	-1.278	-1.353	0	-0.423		-1.766	0.203	0.159	0.259	0.279	0.485	-1.29	-1.244	-1.433	0.246	-1.63	-0.848	-1.522	0.083
IMAGE:2062415	0.07	0.09	-1.073		0.008		-0.808		-1.162	0.014		-0.009	-0.727	2.592	-0.634	0.469	-0.613	-0.81	1.438	-0.291	0.386	-0.754	0.382	0.674
IMAGE:2018976	-0.018	0.103	-0.198	-0.708	-0.524	-0.378	-0.429		0.368		-0.097	0.645	-0.147	2.17	-0.204	0.202	0	0.116		0.265	-0.696	0.823	1.234	1.163
IMAGE:510608	-0.014	0.014	-1.035	-0.117	0.844	-0.805	0.078	0.224	-0.718	0.082	-0.897	1.173	-0.414	0.192	-0.549	0.65		-1.308		0.494	1.651	1.496	-0.796	-0.407
IMAGE:1625568	-0.317	-0.741	0.517	0.589	-1.63	-0.851	-0.162		1.031	-0.017	0.323	0.19	1.031	0.876	0.017		0.929	1.319	0.623	-0.133	-1.758	-2.548	-1.055	-0.138
IMAGE:1655081	-0.841	0	0.151	-0.579	-1.167	-0.709	-1.045	0.124	0.204	0.804	0.093	1.154	0.522	1.648	-0.502		0.069	-0.356	0.243	-0.451	-1.545	-2.589	-0.043	0.095
IMAGE:1592837	0.859	-0.013	-0.636	0.026	0.888	-0.896	0.425	-0.017	-0.678	0.087	-1.134	0.269	-1.126	-0.776	-0.916	0.529	0.013	-0.504	-0.385			1.308	0.279	0.306
IMAGE:1848167	0.18	0.858	-0.001	0.598	-1.556	0.699	0.798	-0.113	0	0.878	0.075	-1.527	-0.361	-0.524	-0.394		0.468	0.293	1.153	-0.314	-2.925		-0.192	-0.095
IMAGE:1926007	0.225	-0.287	-0.007	0.785	-0.188	-0.153	0.398	0.031	0.742	0.022	0.248	-0.124	0.006	-0.717	-0.175	0.399	-1.282	0.106	0.15	0.498	-1.852	-2.9	-0.757	-0.516
IMAGE:432541	0.362	0.022	-1.448		0.434	-0.867		0.101	-0.607	0.11	1.134	0.155	0.02		-0.021	0.069	-1.152	-0.188	-0.406	-0.044	-0.341	0.712	-0.253	
IMAGE:1550739	-0.863	0.817	0.044		-1.201	-0.371	0.522		1.232	-0.158	-1.097	-2.256	-0.004	2.23	-0.556	0.34	-0.006	0.634	1.257	0.005	-0.957	-0.777	1.111	0.681
IMAGE:248829	0.423	0.714	-0.305	-0.674	0.201		0.155		-0.181	-0.102	1.753	1.273		0.146	-0.992	1.587	0.312	0.368	-0.325	0	-0.075	-0.372	-0.143	-0.167
IMAGE:2309141	0.862	-0.216	-0.069	0.142	1.074	-1.473	0.725	-0.285	-0.29	-0.689	0.48	-0.141	-0.381	-0.02	-0.529	0.084	-0.472	-0.33	0.042	0.736	2.254	1.763	0.02	0.398
IMAGE:1895357	0.321	0.753	0.013	1.088	0.263	-0.335	0.019	1.172	-0.269	0.459	-0.271	1.004	0.515	-0.349	-0.356	0.813	-0.036	-0.279	-0.483	0.056	-0.096	-1.155	-0.026	-0.013
IMAGE:1680098	0.681	0.077	-0.428	0.668	2.832	-0.241		0	-0.209	-0.424	-0.105	0.127	-0.226	-0.867	0.427	0.735	-0.348	0.588	-0.187	0.226	1.756	1.812	-0.456	-0.304
IMAGE:2013094	0.206	0.524	-0.061	-1.046	0.202	-0.104	0.106		0	-0.514	-1.048	-0.288	-0.189	0.409	-0.163	0.618	0.127	-0.143	-0.492	-0.066	1.064	0.971	0.398	0.146
IMAGE:1911812	0.696	0.51	0.558	1.238	-1.201	-0.288			1.15	1.247	-0.753	-0.397	0.881	0.187	0.841		0.349	-0.187	-0.983		-1.309	-2.199	-0.974	-0.405
IMAGE:1838491	-0.977	-1.12	0.165	0	0.028	0.358	-0.002			-0.155	-0.266	-0.333	0.979	0.998	1.557		-0.051	1.404	0.522	0.141	-0.76	-0.743	0.103	-0.533
IMAGE:1892526	0.38	0	-0.633	-0.547	0.949	-1.113	0.275		-0.601	-1.241	-0.273	0.179	-0.084	-0.292	-0.003	0.07	0.185	-0.446	-0.316	0.049	1.577	0.835	1.373	1.035
IMAGE:1893534	0.403	-0.159	-0.058	0.024	-0.092	-0.74	-1.129		-0.394	0.448	0.72	1.001	0.202	-0.144	-0.086	0.315	0	0.303	-0.827	-0.313	0.879	1.275	0.049	-0.552
IMAGE:1855896	0.025	0.385	0.217	0.157	0.199		0.489		-0.612	-0.81		-0.275	-1.541		-0.722	-0.017	-0.055	0.017	-0.081	-0.158	1.941	1.71	-0.147	0.198
IMAGE:396854	-0.094	0.593	-0.265	0.533	-1.17	-0.325	-0.711		0.22	-0.015		-2.114	-0.31	0.687	0.143	0.016	0.143	0.137	0.358	-0.462	-2.13	-2.469	0.192	0.059
IMAGE:969239	-0.013	0.724		1.468	-0.449	0.235	-0.48	-0.494				0.325	-0.013	0.013	0.763	0.277	0.225	0.749	0.531	-0.411	-1.346	-2.184	-0.104	-0.041
IMAGE:1670583	-0.094	-0.442	-0.102	-0.045	1.707			0.315	-1.464	-0.252	0.006	0.944	-0.004	0	-0.374		-0.22	0.43	-0.901	0.289	1.778	1.596	0.473	0.53
IMAGE:1629478	0.911	-0.347	0	-1.204	0.528			0.278	0.117	-1.781	1.005	0.709	-1.167	0.025	-0.787		-1.084	0.781	1.994	-0.429	-0.226	-0.182	0.042	-0.516
IMAGE:2315207	-0.27	-0.239	0.2	-0.114	-0.075	-0.704	-0.647	-0.22	0.272	-0.12	-1.112	0.361	-0.413	1.743	-0.329	0.338	0.173	0.249	-0.622	0.074	1.104	0.087	0.935	0.792
IMAGE:2315876	0.996	0.778	0.197	-1.128	1.283	-0.895	-0.518	-0.22	0.355	-0.807	-0.127	0.848	-0.974	-0.509	0.07	0.894	-1.087	-0.063	-0.721	1.272	-0.267	0.884	0.063	0.882
IMAGE:1579429	0.156		0.001	0.163	-0.45	0.175	-0.346	-0.703	0.031	-0.997	-0.353	0.491	0.836	1.347	-1.004		-0.162	0.061	-0.418	0.156	-1.567	-1.277	0.204	-0.001
